idMao,jogadorMao,cartaAltaRobo,cartaMediaRobo,cartaBaixaRobo,cartaAltaHumano,cartaMediaHumano,cartaBaixaHumano,primeiraCartaRobo,primeiraCartaHumano,segundaCartaRobo,segundaCartaHumano,terceiraCartaRobo,terceiraCartaHumano,ganhadorPrimeiraRodada,ganhadorSegundaRodada,ganhadorTerceiraRodada,quemPediuEnvido,quemPediuFaltaEnvido,quemPediuRealEnvido,pontosEnvidoRobo,pontosEnvidoHumano,quemNegouEnvido,quemGanhouEnvido,tentosEnvido,quemFlor,quemContraFlor,quemContraFlorResto,quemNegouFlor,pontosFlorRobo,pontosFlorHumano,quemGanhouFlor,tentosFlor,quemEscondeuPontosEnvido,quemEscondeuPontosFlor,quemTruco,quandoTruco,quemRetruco,quandoRetruco,quemValeQuatro,quandoValeQuatro,quemNegouTruco,quemGanhouTruco,tentosTruco,tentosAnterioresRobo,tentosAnterioresHumano,tentosPosterioresRobo,tentosPosterioresHumano,quemBaralho,quandoBaralho,quemContraFlorFalta,quemEnvidoEnvido,quemFlorFlor,quandoCartaVirada,naipeCartaAltaRobo,naipeCartaMediaRobo,naipeCartaBaixaRobo,naipeCartaAltaHumano,naipeCartaMediaHumano,naipeCartaBaixaHumano,naipePrimeiraCartaRobo,naipePrimeiraCartaHumano,naipeSegundaCartaRobo,naipeSegundaCartaHumano,naipeTerceiraCartaRobo,naipeTerceiraCartaHumano,quantidadeChamadasHumano,quantidadeChamadasRobo,qualidadeMaoRobo,qualidadeMaoHumano,quantidadeChamadasEnvidoRobo,quantidadeChamadasEnvidoHumano,saldoTruco,saldoEnvido,saldoFlor
7383,1,3,2,1,0,0,0,1,3,15,15,15,15,2,2,2,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,21,23,21,24,0,0,0,0,0,0,4,2,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0
7389,2,7,4,2,0,0,0,15,0,15,0,15,0,2,2,2,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,4,8,4,9,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7395,2,3,3,1,0,0,0,15,0,15,0,15,0,2,2,2,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,9,14,9,15,0,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7405,2,7,7,2,0,0,0,2,3,15,15,15,15,2,2,2,2,0,0,25,26,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,7,4,7,7,0,0,0,0,0,0,1,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0
7408,1,7,6,6,0,0,0,6,7,15,15,15,15,2,2,2,2,0,0,0,6,1,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,10,10,10,12,0,0,0,0,0,0,1,3,4,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0
7421,1,24,7,2,0,0,0,2,4,15,15,15,15,2,2,2,0,0,1,28,29,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,13,5,14,6,0,0,0,0,0,0,1,2,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0
7432,1,12,7,2,0,0,0,2,8,10,10,10,10,2,2,2,0,0,0,25,30,0,0,0,2,0,0,0,26,30,2,30,0,0,0,0,0,0,0,0,0,2,1,0,4,3,5,1,2,0,0,0,0,2,2,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0
7433,2,12,4,1,0,0,0,1,2,15,15,15,15,2,2,2,2,0,0,25,5,0,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,3,5,5,6,0,0,0,0,0,0,4,3,4,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,2,0
7446,1,8,6,3,0,0,0,3,8,15,15,15,15,2,2,2,1,0,2,20,33,1,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,0,0,0,3,0,0,0,0,0,0,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,2,0
7449,2,7,3,1,0,0,0,1,16,7,8,15,15,2,2,2,1,0,0,6,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4,5,5,0,0,0,0,0,0,3,1,4,0,0,0,4,1,3,4,0,0,0,0,0,0,0,0,1,1,0
7451,2,24,12,3,0,0,0,3,6,15,15,15,15,2,2,2,2,1,0,29,25,2,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,5,7,7,8,0,0,0,0,0,0,3,4,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,1,2,0
7456,1,7,6,2,0,0,0,7,8,15,15,15,15,2,2,2,1,0,0,25,21,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,13,10,14,11,0,0,0,0,0,0,2,4,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0
7458,1,6,4,1,0,0,0,4,8,15,15,15,15,2,2,2,1,0,0,24,27,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,16,11,16,14,0,0,0,0,0,0,1,4,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,1,2,0
7462,1,8,6,4,0,0,0,4,8,15,15,15,15,2,2,2,0,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,20,18,20,19,0,0,0,0,0,0,1,1,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0
7464,1,8,3,1,0,0,0,1,4,15,15,15,15,2,2,2,0,0,0,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,22,20,22,21,0,0,0,0,0,0,3,2,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0
7466,1,12,12,3,0,0,0,12,16,15,15,15,15,2,2,2,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,23,22,23,23,0,0,0,0,0,0,4,2,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
7471,2,16,3,3,0,0,0,15,0,15,0,15,0,2,2,2,2,0,0,6,31,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,6,2,6,4,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
7479,1,16,16,1,0,0,0,16,24,1,16,15,15,2,2,2,1,0,0,26,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,1,2,0,0,0,0,0,0,2,1,1,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,2,1,0
7487,1,8,1,1,0,0,0,8,12,15,15,15,15,2,2,2,1,0,0,24,21,0,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,16,8,18,9,0,0,0,0,0,0,2,3,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,2,0
7493,2,6,3,1,0,0,0,3,7,15,15,15,15,2,2,2,1,0,0,24,24,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,5,6,6,7,0,0,0,0,0,0,2,1,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0
7495,2,2,2,1,0,0,0,10,10,10,10,10,10,2,2,2,0,1,0,29,7,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,2,11,7,12,9,1,1,0,0,0,0,3,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,1,0
7496,1,7,4,3,0,0,0,3,6,4,16,15,15,2,2,2,0,0,0,33,25,0,0,0,1,0,0,0,33,0,1,33,0,0,0,0,0,0,0,0,0,2,1,12,9,15,10,0,0,0,0,0,0,4,4,4,0,0,0,4,4,4,2,0,0,0,0,0,0,0,0,1,0,0
7499,2,24,1,1,0,0,0,1,40,24,42,15,15,2,2,2,0,0,2,27,7,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,2,3,21,12,21,16,0,0,0,0,0,0,3,4,3,0,0,0,3,2,3,1,0,0,0,0,0,0,0,0,3,1,0
7506,1,16,7,3,0,0,0,3,8,15,15,15,15,2,2,2,1,0,0,26,23,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,3,1,4,2,0,0,0,0,0,0,2,3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0
7510,1,52,4,3,0,0,0,3,7,4,16,15,15,2,2,2,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,2,3,7,4,7,7,0,0,0,0,0,0,1,3,4,0,0,0,4,2,3,3,0,0,0,0,0,0,0,0,3,0,0
7514,1,24,16,1,52,24,4,24,52,16,24,1,4,2,2,2,1,0,0,27,30,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,11,11,12,12,0,0,0,0,0,0,4,2,4,1,3,3,4,1,2,3,4,3,0,0,0,0,0,0,1,1,0
7517,2,40,3,2,0,0,0,2,12,3,8,15,15,2,2,2,0,0,2,7,27,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,2,3,15,13,15,17,0,0,0,0,0,0,2,4,1,0,0,0,1,2,4,1,0,0,0,0,0,0,0,0,3,1,0
7520,1,3,2,2,0,0,0,2,7,15,15,15,15,2,2,2,2,0,0,6,21,1,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,16,18,16,20,0,0,0,0,0,0,3,1,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,1,0
7525,2,8,8,3,0,0,0,15,0,15,0,15,0,2,2,2,0,2,0,26,27,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,0,3,0,5,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
7533,2,50,7,6,0,0,0,6,16,15,15,15,15,2,2,2,2,0,0,20,27,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,2,1,2,3,6,16,6,20,0,0,0,0,0,0,3,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,1,0
7540,2,12,6,2,0,0,0,15,0,15,0,15,0,2,2,2,0,0,0,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,10,2,10,3,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7544,2,16,6,3,0,0,0,15,0,15,0,15,0,2,2,2,0,0,0,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,16,3,16,4,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7549,1,8,6,3,0,0,0,3,24,15,15,15,15,2,2,2,0,0,0,26,6,0,0,0,1,0,0,0,26,0,1,26,0,0,2,2,0,0,0,0,1,2,1,21,12,24,13,0,0,0,0,0,0,2,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
7552,1,8,3,1,0,0,0,1,2,15,15,15,15,2,2,2,1,0,2,30,26,0,1,5,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,1,3,6,4,0,0,0,0,0,0,4,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,5,0
7556,1,3,1,1,0,0,0,1,6,3,7,15,15,2,2,2,2,0,0,6,22,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,13,6,13,8,0,0,0,0,0,0,3,4,2,0,0,0,2,3,3,1,0,0,0,0,0,0,0,0,1,1,0
7559,2,52,12,7,0,0,0,7,16,12,24,15,15,2,2,2,0,0,0,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,2,0,2,4,15,8,15,12,0,0,0,0,0,0,1,4,4,0,0,0,4,2,4,3,0,0,0,0,0,0,0,0,4,0,0
7561,2,2,2,2,0,0,0,2,16,10,10,10,10,2,2,2,1,0,0,5,7,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,2,16,14,17,16,1,2,0,0,0,0,4,1,2,0,0,0,2,2,0,3,0,0,0,0,0,0,0,0,2,1,0
7562,1,7,4,2,0,0,0,4,24,15,15,15,15,2,2,2,2,0,0,7,3,1,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,17,16,17,18,0,0,0,0,0,0,1,3,4,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,1,1,0
7567,1,24,6,1,0,0,0,15,0,15,15,15,15,2,2,2,1,0,2,24,33,1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,2,2,0,0,0,4,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
7579,1,24,6,2,0,0,0,2,7,15,15,15,15,2,2,2,1,0,0,25,20,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,19,11,20,12,0,0,0,0,0,0,4,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0
7592,2,4,2,1,0,0,0,2,7,4,8,15,15,2,2,2,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,16,17,16,18,0,0,0,0,0,0,3,4,2,0,0,0,4,4,3,1,0,0,0,0,0,0,0,0,1,0,0
7594,2,8,7,2,0,0,0,15,0,15,0,15,0,2,2,2,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,19,20,19,21,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7602,2,6,2,1,0,0,0,15,0,15,0,15,0,2,2,2,0,0,0,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,8,5,8,6,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7603,1,12,8,1,0,0,0,8,40,10,10,10,10,2,2,2,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,2,8,6,8,8,1,2,0,0,0,0,2,4,1,0,0,0,4,2,0,3,0,0,0,0,0,0,0,0,2,0,0
7611,1,8,6,3,0,0,0,6,8,15,15,15,15,2,2,2,0,2,0,26,27,1,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,21,16,21,18,0,0,0,0,0,0,3,1,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0
7619,2,12,8,1,0,0,0,15,0,15,0,15,0,2,2,2,0,0,0,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,5,4,5,5,0,0,0,0,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7623,2,8,3,1,0,0,0,8,40,15,15,15,15,2,2,2,2,0,0,6,31,1,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,9,9,9,11,0,0,0,0,0,0,3,2,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0
7634,2,7,6,3,0,0,0,15,0,15,0,15,0,2,2,2,2,0,0,6,32,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,1,3,1,5,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
7643,1,52,24,2,0,0,0,2,3,24,50,15,15,2,2,2,0,1,0,24,6,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,2,3,16,17,17,20,0,0,0,0,0,0,1,1,3,0,0,0,3,1,1,3,0,0,0,0,0,0,0,0,3,1,0
7646,1,7,3,1,0,0,0,3,16,10,10,10,10,2,2,2,2,0,0,6,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,3,2,0,0,0,3,4,0,3,0,0,0,0,0,0,0,0,1,1,0
7656,1,16,7,1,0,0,0,1,7,15,15,15,15,2,2,2,0,0,0,24,23,0,0,0,1,0,0,0,26,0,1,26,0,0,1,2,2,3,0,0,1,2,2,15,11,18,13,0,0,0,0,0,0,1,1,1,0,0,0,1,4,1,2,1,0,0,0,0,0,0,0,2,0,0
7661,2,16,4,3,0,0,0,15,0,15,0,15,0,2,2,2,0,0,0,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,23,19,23,20,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7664,2,8,7,6,0,0,0,15,0,15,0,15,0,2,2,2,2,0,0,20,23,0,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,0,4,0,7,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
7666,2,42,2,1,0,0,0,2,12,15,15,15,15,2,2,2,0,1,0,31,6,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,1,7,2,8,0,0,0,0,0,0,1,3,1,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,1,1,0
7669,1,3,2,1,0,0,0,2,3,15,15,15,15,2,2,2,1,0,2,30,31,1,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,4,10,4,13,0,0,0,0,0,0,4,3,4,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,2,0
7671,1,16,6,4,0,0,0,4,8,15,15,15,15,2,2,2,0,0,2,22,33,1,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,7,13,7,15,0,0,0,0,0,0,1,1,4,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0
7677,1,24,7,3,0,0,0,3,7,15,15,15,15,2,2,2,0,0,0,26,7,0,0,0,1,0,0,0,29,0,1,29,0,0,2,2,0,0,0,0,1,2,1,18,19,21,20,0,0,0,0,0,0,1,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0
7678,2,16,1,1,24,8,6,16,24,1,8,1,6,2,2,2,0,0,1,26,20,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,21,20,22,22,0,0,0,0,0,0,1,1,4,3,2,2,1,3,4,2,4,2,0,0,0,0,0,0,2,1,0
7687,2,8,2,2,52,42,3,8,52,2,42,2,3,2,2,2,2,0,0,5,28,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,2,3,9,0,9,4,0,0,0,0,0,0,1,2,3,1,1,3,1,1,3,1,3,3,0,0,0,0,0,0,3,1,0
7688,1,8,7,3,0,0,0,3,16,15,15,15,15,2,2,2,1,0,0,6,7,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,9,4,10,5,0,0,0,0,0,0,2,1,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0
7698,2,3,1,1,0,0,0,15,0,15,0,15,0,2,2,2,2,0,0,6,27,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,3,3,3,5,0,0,0,0,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
7702,2,16,7,3,0,0,0,3,24,16,24,15,15,2,2,2,2,0,0,28,3,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,2,10,7,12,9,0,0,0,0,0,0,3,2,3,0,0,0,3,2,3,2,0,0,0,0,0,0,0,0,2,2,0
7708,2,7,3,1,0,0,0,3,6,15,15,15,15,2,2,2,1,0,0,30,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,18,19,19,20,0,0,0,0,0,0,3,4,4,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0
7709,1,12,12,2,0,0,0,2,3,15,15,15,15,2,2,2,0,2,0,5,27,1,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,19,20,19,22,0,0,0,0,0,0,2,4,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0
7711,1,50,42,24,0,0,0,15,0,15,15,15,15,2,2,2,0,0,0,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,2,2,22,22,22,24,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
7722,1,16,8,7,0,0,0,7,24,10,10,10,10,2,2,2,0,0,0,2,25,0,0,0,2,0,0,0,0,26,0,0,0,0,1,1,2,1,0,0,0,2,3,21,12,21,18,1,2,0,0,0,0,2,4,3,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,3,0,0
7731,2,6,6,3,0,0,0,6,7,15,15,15,15,2,2,2,1,0,0,6,4,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,6,5,7,6,0,0,0,0,0,0,3,2,4,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,1,0
7739,2,12,8,1,0,0,0,15,0,15,0,15,0,2,2,2,0,0,0,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,12,16,12,17,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7743,2,6,3,1,0,0,0,15,0,15,0,15,0,2,2,2,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,16,22,16,23,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7746,2,6,6,1,0,0,0,6,24,15,15,15,15,2,2,2,2,0,0,24,26,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,4,0,4,3,0,0,0,0,0,0,4,2,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,2,0
7747,1,7,6,2,0,0,0,2,8,15,15,15,15,2,2,2,1,0,0,5,7,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,4,3,5,4,0,0,0,0,0,0,2,1,3,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0
7748,2,8,6,3,0,0,0,15,0,15,0,15,0,2,2,2,0,2,0,6,25,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,5,4,5,6,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
7749,1,7,6,3,0,0,0,3,8,6,7,15,15,2,2,2,0,0,0,26,4,0,0,0,1,0,0,0,26,0,1,26,0,0,0,0,0,0,0,0,0,2,1,5,6,8,7,0,0,0,0,0,0,3,3,3,0,0,0,3,1,3,4,0,0,0,0,0,0,0,0,1,0,0
7759,1,12,2,1,0,0,0,1,7,15,15,15,15,2,2,2,0,0,0,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,23,20,23,21,0,0,0,0,0,0,2,4,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0
7764,2,52,16,1,0,0,0,1,3,15,15,15,15,2,2,2,2,0,0,23,33,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,5,4,5,7,0,0,0,0,0,0,1,1,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,1,2,0
7772,2,8,4,1,0,0,0,15,0,15,0,15,0,2,2,2,2,0,0,7,25,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,13,15,13,17,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
7779,2,16,6,1,0,0,0,15,0,15,0,15,0,2,2,2,2,0,0,4,21,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,3,5,3,7,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
7790,1,24,2,1,0,0,0,1,6,2,3,15,15,2,2,2,1,0,2,27,26,1,2,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,2,21,19,21,23,0,0,0,0,0,0,1,2,1,0,0,0,1,4,2,4,0,0,0,0,0,0,0,0,2,2,0
7791,2,16,3,1,0,0,0,1,16,15,15,15,15,2,2,2,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,3,1,2,3,21,23,21,24,0,0,0,0,0,0,4,1,3,0,0,0,3,3,4,1,1,0,0,0,0,0,0,0,3,0,0
7798,1,12,4,1,24,6,3,12,24,4,6,1,3,2,2,2,1,0,0,25,26,0,2,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,2,7,6,7,10,0,0,0,0,0,0,2,4,2,4,1,1,2,4,4,1,2,1,0,0,0,0,0,0,2,2,0
7806,1,8,3,3,0,0,0,3,16,15,15,15,15,2,2,2,0,1,0,26,5,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,15,21,16,22,0,0,0,0,0,0,4,3,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0
7815,2,7,6,2,0,0,0,15,0,15,0,15,0,2,2,2,0,0,0,25,3,0,0,0,1,0,0,0,25,0,1,25,0,0,2,1,0,0,0,0,1,2,1,2,0,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7819,2,6,6,2,0,0,0,6,24,2,4,15,15,2,2,2,2,0,0,5,30,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,2,0,2,4,8,8,8,13,0,0,0,0,0,0,3,4,1,0,0,0,4,3,1,3,0,0,0,0,0,0,0,0,4,1,0
7822,1,7,7,3,0,0,0,3,4,15,15,15,15,2,2,2,0,0,2,6,30,1,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,16,13,16,15,0,0,0,0,0,0,1,4,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,1,0
7823,2,6,6,3,0,0,0,6,7,3,8,15,15,2,2,2,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,2,16,15,16,17,0,0,0,0,0,0,4,3,2,0,0,0,3,2,2,1,0,0,0,0,0,0,0,0,2,0,0
7826,1,8,4,3,0,0,0,3,6,15,15,15,15,2,2,2,0,0,1,33,22,0,1,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1,19,21,22,22,0,0,0,0,0,0,1,3,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,1,3,0
7827,2,16,2,1,0,0,0,1,24,2,8,15,15,2,2,2,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,22,22,22,23,0,0,0,0,0,0,1,2,4,0,0,0,4,3,2,2,0,0,0,0,0,0,0,0,1,0,0
