idMao,jogadorMao,cartaAltaRobo,cartaMediaRobo,cartaBaixaRobo,primeiraCartaRobo,primeiraCartaHumano,segundaCartaRobo,segundaCartaHumano,terceiraCartaRobo,terceiraCartaHumano,ganhadorPrimeiraRodada,ganhadorSegundaRodada,ganhadorTerceiraRodada,quemPediuEnvido,quemPediuFaltaEnvido,pontosEnvidoRobo,quemGanhouEnvido,quemFlor,quemContraFlor,quemContraFlorResto,quemGanhouFlor,quemTruco,quemRetruco,quemValeQuatro,quemNegouTruco,quemGanhouTruco,naipeCartaAltaRobo,naipeCartaMediaRobo,naipeCartaBaixaRobo
6674,2,6,4,1,6,24,46,46,46,46,2,1,1,0,2,7,2,0,0,0,0,1,0,0,2,1,2,4,1
6675,1,24,4,3,3,3,46,46,46,46,0,1,1,0,0,7,2,0,0,0,0,1,0,0,2,1,1,4,2
6676,2,7,4,3,15,0,15,0,15,0,2,2,2,2,0,27,1,0,0,0,0,2,0,0,1,2,4,4,1
6677,1,7,6,2,2,1,46,46,46,46,1,1,1,1,0,20,2,0,0,0,0,1,0,0,2,1,4,4,3
6678,2,52,4,3,3,6,4,24,15,15,2,2,2,2,0,7,2,0,0,0,0,2,1,1,0,2,1,3,2
6679,1,24,8,8,8,16,24,6,8,1,2,1,1,0,0,3,0,0,0,0,0,1,0,0,0,1,3,1,4
6680,2,16,7,2,16,2,46,46,46,46,1,1,1,2,0,5,2,0,0,0,0,1,0,0,2,1,4,2,1
6681,1,16,6,3,3,2,46,46,46,46,1,1,1,0,0,6,0,0,0,0,0,1,0,0,2,1,2,1,4
6682,2,40,24,16,16,2,46,46,46,46,1,1,1,2,0,29,1,0,0,0,0,1,0,0,2,1,2,3,2
6683,1,42,2,2,2,7,46,46,46,46,2,1,1,1,0,32,1,0,0,0,0,1,0,0,2,1,1,3,1
6684,2,16,6,1,1,3,15,15,15,15,2,2,2,0,0,4,0,0,0,0,0,2,0,0,1,2,3,4,1
6685,1,50,8,4,4,24,8,6,50,3,2,1,1,0,0,27,1,0,0,0,0,1,0,0,0,1,3,4,4
6686,2,50,3,2,2,2,50,7,15,46,0,1,2,2,0,27,1,0,0,0,0,2,1,0,0,1,3,3,4
6687,1,52,16,3,46,46,46,46,46,46,1,1,1,1,0,23,2,0,0,0,0,1,2,1,2,1,1,1,4
6688,1,8,7,4,8,24,15,15,15,15,2,2,2,0,0,20,0,2,0,0,0,2,0,0,1,2,2,2,3
6689,2,24,7,1,46,46,46,46,46,46,1,1,1,0,0,4,0,0,0,0,0,1,0,0,2,1,1,4,3
6690,1,52,50,1,1,16,50,16,52,2,2,1,1,0,0,4,2,0,0,0,0,1,0,0,0,1,1,3,2
6691,2,42,4,3,46,46,46,46,46,46,1,1,1,0,0,33,1,0,0,0,0,1,0,0,2,1,1,4,1
6692,1,24,16,16,16,40,24,7,16,1,2,1,1,1,0,25,1,2,0,0,0,1,0,0,0,1,4,4,3
6693,2,16,7,1,46,46,46,46,46,46,1,1,1,2,0,4,2,0,0,0,0,1,0,0,2,1,4,1,2
6694,1,24,16,1,1,24,15,15,15,15,2,2,2,0,0,4,0,0,0,0,0,2,0,0,1,2,4,1,2
6695,2,16,8,1,16,7,46,46,46,46,1,1,1,0,0,24,0,1,0,0,1,1,0,0,2,1,3,3,3
6697,2,24,7,1,1,24,10,10,10,10,2,2,2,1,0,23,1,0,0,0,0,2,1,0,0,2,4,4,1
6698,1,6,4,3,6,7,10,10,10,10,2,2,2,1,0,26,1,0,0,0,0,0,0,0,0,2,1,4,1
6699,2,16,7,4,15,0,15,0,15,0,2,2,2,0,0,27,0,2,0,0,0,2,0,0,1,2,2,4,4
6700,1,16,6,3,16,0,15,0,15,0,1,2,2,0,0,6,0,0,0,0,0,2,0,0,1,2,3,1,2
6701,2,24,7,2,2,40,7,7,24,6,2,0,1,1,0,5,1,0,0,0,0,1,0,0,0,2,3,4,2
6702,1,40,8,7,8,16,15,15,15,15,2,2,2,1,0,27,1,0,0,0,0,2,0,0,1,2,2,2,1
6703,2,8,6,4,4,1,46,46,46,46,1,1,1,0,0,20,0,0,0,0,0,1,0,0,2,1,4,4,3
6704,1,24,16,7,7,40,16,16,24,3,2,0,1,0,0,22,0,1,0,0,1,2,0,0,0,2,4,4,4
6705,1,24,8,2,2,8,24,24,15,15,2,0,2,0,0,23,0,0,0,0,0,1,2,0,0,2,1,1,3
6706,2,12,8,1,1,16,12,8,8,1,2,1,1,0,0,4,0,0,0,0,0,0,0,0,0,1,4,1,2
6707,1,8,4,2,2,0,15,0,15,0,1,2,2,0,0,27,1,0,0,0,0,2,0,0,1,2,4,4,3
6708,2,24,3,2,2,4,24,50,15,15,2,2,2,0,1,29,1,0,0,0,0,2,1,2,0,2,4,4,3
6709,1,24,24,8,24,24,8,16,24,1,0,2,1,1,0,23,2,0,0,0,0,1,0,0,0,2,2,4,4
6710,2,3,1,1,1,2,3,6,15,15,2,2,2,1,0,6,1,0,0,0,0,0,0,0,0,2,2,1,3
6711,1,16,8,2,2,24,16,16,8,2,2,0,1,0,0,25,0,2,0,0,0,1,2,0,0,2,2,4,4
6712,2,7,1,1,7,8,15,15,15,15,2,2,2,2,0,4,2,0,0,0,0,2,0,0,1,2,4,1,2
6713,1,50,8,8,8,42,50,2,8,1,2,1,1,0,0,1,2,0,0,0,0,1,2,0,0,1,3,1,4
6714,2,8,3,2,15,0,15,0,15,0,2,2,2,2,0,25,2,0,0,0,0,2,0,0,1,2,1,4,1
6715,1,7,4,3,3,0,15,0,15,0,1,2,2,1,0,27,1,0,0,0,0,2,0,0,1,2,4,4,1
6716,2,16,7,4,46,46,46,46,46,46,1,1,1,0,0,27,0,2,0,0,0,1,0,0,2,1,4,3,3
6720,2,42,8,6,46,46,46,46,46,46,1,1,1,0,0,7,0,0,0,0,0,1,0,0,2,1,1,4,2
6721,1,24,24,12,46,46,46,46,46,46,1,1,1,0,0,3,2,0,0,0,0,1,0,0,2,1,2,3,4
6722,2,50,3,1,3,3,50,7,15,46,0,1,2,0,0,6,0,2,0,0,0,1,0,0,0,1,3,2,1
6723,1,8,8,2,46,46,46,46,46,46,1,1,1,0,0,25,1,0,0,0,0,1,0,0,2,1,2,3,3
6724,2,24,24,12,46,46,46,46,46,46,1,1,1,0,0,24,0,0,0,0,0,1,0,0,2,1,1,4,4
6725,1,16,2,1,1,24,15,15,15,15,2,2,2,0,0,29,1,0,0,0,0,2,0,0,1,2,1,4,4
6726,2,24,8,3,8,2,15,15,15,15,1,2,2,0,2,6,2,0,0,0,0,1,2,0,1,2,1,3,4
6728,2,52,40,7,46,46,46,46,46,46,1,1,1,2,0,7,2,0,0,0,0,1,0,0,2,1,1,2,4
6729,1,16,3,2,2,0,15,0,15,0,1,2,2,0,0,27,1,0,0,0,0,2,0,0,1,2,3,2,3
6730,2,24,16,6,6,8,24,1,16,1,2,1,1,0,2,3,2,0,0,0,0,1,0,0,0,1,3,4,2
6731,1,52,16,16,16,8,52,50,15,46,1,1,2,1,0,23,1,0,0,0,0,1,0,0,0,1,1,4,1
6732,1,3,2,1,2,0,15,0,15,0,1,2,2,0,0,29,1,0,0,0,0,2,0,0,1,2,3,1,1
6733,2,50,12,8,12,8,46,46,46,46,1,1,1,0,0,21,0,0,0,0,0,1,0,0,2,1,3,2,3
6734,1,8,6,4,8,0,15,0,15,0,1,2,2,0,0,7,0,0,0,0,0,2,0,0,1,2,3,2,4
6735,2,42,24,16,46,46,46,46,46,46,1,1,1,0,0,7,0,0,0,0,0,1,0,0,2,1,1,4,2
6736,1,16,3,2,2,24,15,15,15,15,2,2,2,0,0,6,0,0,0,0,0,2,0,0,1,2,1,4,2
6737,2,7,6,2,7,1,46,46,46,46,1,1,1,0,2,5,2,0,0,0,0,1,0,0,2,1,4,2,1
6738,1,40,12,1,1,50,12,7,40,3,2,1,1,0,0,25,0,1,0,0,1,1,2,0,0,1,2,2,2
6739,2,42,7,2,46,46,46,46,46,46,1,1,1,2,0,7,2,0,0,0,0,2,1,0,2,1,1,2,4
6740,1,24,3,2,2,6,15,15,15,15,2,2,2,1,0,28,1,0,0,0,0,2,0,0,1,2,2,1,2
6741,2,6,3,3,6,24,3,16,3,2,2,2,1,0,0,26,1,0,0,0,0,0,0,0,0,2,1,1,2
6743,2,24,16,2,2,24,16,42,15,15,2,2,2,1,0,5,1,0,0,0,0,2,0,0,0,2,3,1,2
6744,1,16,3,3,3,0,15,0,15,0,1,2,2,1,0,28,1,0,0,0,0,2,0,0,1,2,3,3,4
6745,2,24,6,2,2,16,15,15,15,15,2,2,2,0,0,5,0,0,0,0,0,2,0,0,1,2,4,3,2
6746,1,24,8,1,46,46,46,46,46,46,1,1,1,1,0,24,1,0,0,0,0,1,0,0,2,1,3,2,2
6747,2,52,24,1,46,46,46,46,46,46,1,1,1,0,0,4,0,0,0,0,0,1,0,0,2,1,1,3,4
6748,1,16,8,3,16,24,15,15,15,15,2,2,2,2,0,6,2,0,0,0,0,2,0,0,1,2,3,2,1
6749,2,42,24,8,8,40,24,3,42,2,2,1,1,2,0,7,2,0,0,0,0,2,1,0,0,1,1,2,3
6750,1,24,7,3,46,46,46,46,46,46,1,1,1,0,0,23,0,0,0,0,0,1,0,0,2,1,2,2,4
6751,2,12,7,2,46,46,46,46,46,46,1,1,1,2,0,21,2,0,0,0,0,1,0,0,2,1,4,4,2
6752,1,50,16,7,46,46,46,46,46,46,1,1,1,0,0,22,0,1,0,0,1,1,0,0,2,1,3,3,3
6753,2,42,8,3,8,8,3,8,42,6,0,2,1,2,0,33,1,0,0,0,0,1,0,0,0,2,1,3,1
6754,1,52,8,1,1,16,8,7,52,2,2,1,1,0,0,24,2,0,0,0,0,1,0,0,0,1,1,3,3
6755,2,8,6,2,8,50,6,12,2,2,2,2,0,0,0,20,0,0,0,0,0,2,1,2,0,2,1,1,4
6757,2,12,8,3,46,46,46,46,46,46,1,1,1,0,0,26,1,0,0,0,0,1,0,0,2,1,2,3,3
6758,1,6,3,1,3,3,46,46,46,46,0,1,1,2,0,6,2,0,0,0,0,1,0,0,2,1,4,3,1
6760,1,24,4,2,24,0,15,0,15,0,1,2,2,1,2,30,2,0,0,0,0,2,0,0,1,2,4,4,2
6761,2,42,16,4,16,50,4,8,42,6,2,2,1,0,1,29,1,0,0,0,0,2,1,0,0,2,1,1,3
6762,1,50,6,1,46,46,46,46,46,46,1,1,1,1,0,21,2,0,0,0,0,1,0,0,2,1,3,3,2
6763,1,8,6,1,1,4,8,2,6,2,2,1,1,1,0,24,1,0,0,0,0,0,0,0,0,1,1,2,1
6764,2,16,16,7,7,1,46,46,46,46,1,1,1,0,2,22,2,0,0,0,0,1,0,0,2,1,2,1,2
6765,1,40,8,7,7,7,8,1,15,46,0,1,2,1,0,27,1,0,0,0,0,2,0,0,0,1,2,3,2
6766,2,8,6,2,46,46,46,46,46,46,1,1,1,0,0,5,0,0,0,0,0,1,0,0,2,1,1,2,4
6767,1,16,8,1,16,0,15,0,15,0,1,2,2,0,0,4,2,0,0,0,0,2,0,0,1,2,3,4,1
6768,2,7,3,1,15,0,15,0,15,0,2,2,2,0,0,6,0,0,0,0,0,2,0,0,1,2,1,4,2
6769,1,52,40,2,2,50,52,42,40,8,2,1,1,0,2,26,2,0,0,0,0,1,2,0,0,1,1,2,1
6770,2,52,16,2,2,24,52,6,16,3,2,1,1,0,0,26,2,0,0,0,0,2,0,0,0,1,1,4,1
6771,1,16,8,4,16,0,15,0,15,0,1,2,2,2,0,7,2,0,0,0,0,2,0,0,1,2,1,2,4
6772,2,16,7,1,46,46,46,46,46,46,1,1,1,1,0,22,1,0,0,0,0,1,0,0,2,1,2,2,3
6773,1,50,8,2,2,12,8,7,50,3,2,1,1,0,0,25,0,1,0,0,1,2,0,0,0,1,3,3,3
6774,2,24,4,2,24,16,15,15,15,15,1,2,2,2,0,32,1,0,0,0,0,1,2,0,1,2,3,4,4
6775,1,24,12,1,1,40,24,8,12,3,2,1,1,1,0,24,1,0,0,0,0,1,0,0,0,1,2,2,1
6776,2,40,6,1,6,52,40,8,1,7,2,1,2,0,0,7,0,0,0,0,0,2,0,0,0,2,2,4,1
6777,1,12,7,6,12,0,15,0,15,0,1,2,2,1,0,21,2,0,0,0,0,2,0,0,1,2,4,2,4
6778,1,12,6,3,12,7,6,3,3,2,1,1,1,0,0,6,2,0,0,0,0,0,0,0,0,1,4,1,3
6779,2,24,16,3,16,3,46,46,46,46,1,1,1,0,0,6,0,2,0,0,0,1,0,0,2,1,2,3,4
6780,1,16,8,1,16,24,15,15,15,15,2,2,2,1,0,24,1,0,0,0,0,2,0,0,1,2,2,4,4
6781,2,50,2,1,46,46,46,46,46,46,1,1,1,0,0,29,1,0,0,0,0,1,0,0,2,1,3,1,1
6782,1,40,24,7,24,1,46,46,46,46,1,1,1,2,0,7,2,0,0,0,0,1,0,0,2,1,2,3,1
6783,2,16,6,3,3,1,46,46,46,46,1,1,1,0,0,26,0,2,0,0,2,1,0,0,2,1,4,4,4
6784,1,16,2,1,16,16,2,16,1,12,0,2,2,0,0,5,0,0,0,0,0,1,0,0,0,2,1,4,3
6785,2,42,3,1,46,46,46,46,46,46,1,1,1,0,0,31,1,0,0,0,0,1,0,0,2,1,1,2,1
6786,1,7,3,2,2,4,10,10,10,10,2,2,2,1,0,25,1,0,0,0,0,0,0,0,0,2,1,2,1
6787,2,40,6,4,6,52,4,6,40,3,2,2,1,0,0,7,0,0,0,0,0,2,1,0,0,2,2,1,3
6788,1,7,6,6,6,7,10,10,10,10,2,2,2,0,0,20,0,0,0,0,0,0,0,0,0,2,3,1,3
6789,2,16,8,1,1,16,46,46,46,46,2,1,1,0,0,4,0,0,0,0,0,1,0,0,2,1,3,4,2
6790,1,16,6,2,16,0,15,0,15,0,1,2,2,1,0,25,1,0,0,0,0,2,0,0,1,2,1,2,2
6791,2,7,6,1,7,8,6,2,1,1,2,1,0,2,0,24,2,0,0,0,0,0,0,0,0,2,3,2,3
6792,1,42,24,16,16,1,46,46,46,46,1,1,1,0,0,30,1,0,0,0,0,0,0,0,0,1,1,1,4
6793,2,52,7,6,6,24,7,24,52,1,2,2,1,2,0,21,2,0,0,0,0,2,0,0,0,2,1,4,1
6794,1,7,2,2,2,16,7,2,2,1,2,1,1,2,0,5,2,0,0,0,0,0,0,0,0,1,2,4,1
6795,2,8,7,2,2,42,7,8,8,1,2,2,1,0,0,5,2,0,0,0,0,0,0,0,0,2,4,3,2
6796,1,16,7,2,2,1,46,46,46,46,1,1,1,1,0,25,1,0,0,0,0,1,0,0,2,1,4,2,2
6797,2,24,16,7,15,0,15,0,15,0,2,2,2,2,0,22,2,0,0,0,0,2,0,0,1,2,4,2,2
6798,1,8,7,2,2,0,15,0,15,0,1,2,2,1,0,25,2,0,0,0,0,2,0,0,1,2,3,1,1
6799,2,8,7,1,8,12,7,2,46,46,2,1,1,0,2,24,2,0,0,0,0,1,0,0,2,1,3,4,4
6800,1,8,7,3,3,16,7,7,8,2,2,0,1,2,0,6,2,0,0,0,0,1,0,0,0,2,1,3,2
6801,2,52,12,1,46,46,46,46,46,46,1,1,1,0,0,4,0,0,0,0,0,1,0,0,2,1,1,2,4
6802,1,7,2,2,2,8,7,3,2,1,2,1,1,2,0,5,2,0,0,0,0,0,0,0,0,1,4,3,2
6803,2,24,24,8,46,46,46,46,46,46,1,1,1,0,0,3,0,0,0,0,0,1,0,0,2,1,3,1,4
6804,1,6,3,1,3,52,6,12,1,2,2,2,2,2,0,6,2,0,0,0,0,2,0,0,0,2,2,1,3
6805,2,50,12,6,46,46,46,46,46,46,1,1,1,0,2,21,2,0,0,0,0,1,0,0,2,1,3,2,3
6807,2,52,8,1,8,3,46,46,46,46,1,1,1,2,0,24,2,0,0,0,0,1,0,0,2,1,1,3,3
6808,1,40,12,8,8,8,12,24,15,15,0,2,2,0,0,7,0,0,0,0,0,1,2,0,0,2,2,4,3
6809,2,24,8,7,7,8,8,3,24,1,2,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,2,4,3
6810,1,8,8,1,8,16,15,15,15,15,2,2,2,0,0,4,0,2,0,0,0,2,0,0,1,2,3,1,2
6811,2,50,8,6,46,46,46,46,46,46,1,1,1,0,0,20,0,0,0,0,0,1,0,0,2,1,3,4,4
6812,1,7,2,2,2,0,15,0,15,0,1,2,2,2,0,5,2,0,0,0,0,2,0,0,1,2,2,4,1
6814,2,50,7,2,7,16,50,8,2,8,2,1,2,1,0,21,1,0,0,0,0,2,1,0,0,2,3,3,4
6815,1,7,3,2,3,6,15,15,15,15,2,2,2,0,0,6,2,0,0,0,0,2,0,0,1,2,3,2,1
6816,2,12,2,1,1,1,46,46,46,46,0,1,1,0,0,25,0,2,0,0,0,1,0,0,2,1,2,3,2
6817,1,8,8,7,7,12,46,46,46,46,2,1,1,2,0,0,2,0,0,0,0,1,0,0,2,1,2,1,3
6818,2,24,7,3,3,16,24,6,7,2,2,1,1,2,0,26,1,1,0,0,1,2,0,0,0,1,3,3,3
6819,1,52,8,8,8,16,52,7,8,3,2,1,1,0,0,21,0,0,0,0,0,1,0,0,0,1,1,4,1
6820,2,16,7,3,3,24,46,46,46,46,2,1,1,2,0,6,2,0,0,0,0,1,0,0,2,1,3,2,4
6821,1,50,24,2,46,46,46,46,46,46,1,1,1,1,0,28,1,0,0,0,0,1,0,0,2,1,3,2,2
6822,2,8,6,1,1,4,8,12,15,15,2,2,2,0,0,24,0,1,0,0,1,0,0,0,0,2,4,4,4
6823,1,24,7,2,2,40,7,4,24,2,2,1,1,1,0,28,2,0,0,0,0,1,2,0,0,1,2,3,2
6824,2,40,16,8,40,16,8,6,15,46,1,1,2,0,1,29,1,0,0,0,0,1,0,0,0,1,2,2,4
6825,1,8,6,1,1,0,15,0,15,0,1,2,2,0,0,24,0,0,0,0,0,2,0,0,1,2,3,1,3
6826,2,42,24,8,8,6,46,46,46,46,1,1,1,0,0,7,0,0,0,0,0,1,0,0,2,1,1,2,4
6827,1,52,6,1,1,3,6,3,52,3,2,1,1,0,0,4,0,0,0,0,0,1,2,0,0,1,1,2,3
6828,2,24,7,1,46,46,46,46,46,46,1,1,1,0,0,27,2,0,0,0,0,1,0,0,2,1,3,1,3
6829,1,50,12,6,46,46,46,46,46,46,1,1,1,0,0,1,0,0,0,0,0,1,0,0,2,1,3,2,4
6830,2,40,24,1,1,12,24,8,40,8,2,1,1,2,0,7,2,0,0,0,0,1,0,0,0,1,2,3,4
6831,1,42,7,4,7,12,42,8,4,3,2,1,1,2,0,7,2,0,0,0,0,1,2,0,0,1,1,2,3
6832,2,24,3,1,1,16,24,8,3,6,2,1,2,0,1,29,1,0,0,0,0,2,0,0,0,2,2,2,3
6833,1,24,16,8,24,50,16,3,8,2,2,1,1,1,0,25,2,0,0,0,0,1,2,0,0,1,4,4,2
6834,2,8,7,3,15,0,15,0,15,0,2,2,2,0,0,20,2,0,0,0,0,2,0,0,1,2,3,3,1
6835,1,16,7,6,16,1,46,46,46,46,1,1,1,0,0,2,0,0,0,0,0,1,0,0,2,1,3,1,2
6836,2,52,8,2,8,4,46,46,46,46,1,1,1,0,0,21,0,0,0,0,0,1,0,0,2,1,1,1,2
6837,1,8,7,7,7,0,15,0,15,0,1,2,2,2,0,20,2,0,0,0,0,2,0,0,1,2,4,4,2
6838,2,16,8,7,7,2,46,46,46,46,1,1,1,0,0,22,1,0,0,0,0,1,0,0,2,1,2,1,2
6839,1,7,2,1,2,8,15,15,15,15,2,2,2,0,0,29,0,1,0,0,1,2,0,0,1,2,4,4,4
6840,1,16,3,1,1,8,3,3,16,2,2,0,1,0,1,30,1,0,0,0,0,0,0,0,0,2,3,1,1
6841,2,52,12,6,6,3,15,15,15,15,1,2,2,0,0,21,2,0,0,0,0,2,0,0,1,2,1,2,2
6842,1,12,7,4,4,0,15,0,15,0,1,2,2,0,0,21,0,0,0,0,0,2,0,0,1,2,4,4,3
6843,2,24,3,3,3,24,24,40,15,15,2,2,2,2,0,29,1,0,0,0,0,2,0,0,0,2,4,1,4
6844,1,50,12,8,12,2,8,8,15,46,1,0,2,2,0,21,2,0,0,0,0,2,0,0,0,1,3,2,3
6845,2,16,4,3,16,52,3,24,4,12,2,2,2,1,0,7,1,0,0,0,0,0,0,0,0,2,1,4,3
6846,1,8,8,3,3,2,46,46,46,46,1,1,1,0,0,6,0,0,0,0,0,1,0,0,2,1,1,4,2
6847,2,12,8,6,6,24,12,16,8,8,2,2,0,0,0,1,0,0,0,0,0,2,0,0,0,2,2,3,1
6848,1,16,4,1,1,24,16,12,4,3,2,1,1,0,0,31,0,1,0,0,1,0,0,0,0,1,3,3,3
6849,2,8,2,1,8,52,1,3,2,2,2,2,0,0,0,5,2,0,0,0,0,0,0,0,0,2,4,3,1
6850,1,16,6,3,3,12,6,8,16,1,2,2,1,0,0,6,0,0,0,0,0,0,0,0,0,2,1,4,2
6851,2,40,7,3,7,3,46,46,46,46,1,1,1,2,0,26,1,0,0,0,0,1,0,0,2,1,2,3,3
6852,1,40,16,2,16,12,2,7,40,2,1,2,1,0,0,7,0,0,0,0,0,1,0,0,0,1,2,1,4
6853,2,16,3,1,16,12,1,2,3,1,1,2,1,2,0,6,2,0,0,0,0,0,0,0,0,1,2,1,4
6855,2,24,3,2,2,16,24,6,3,4,2,1,2,2,0,31,1,0,0,0,0,1,0,0,0,2,3,1,1
6856,1,24,8,4,24,52,8,8,15,15,2,0,2,0,0,23,1,0,0,0,0,1,2,0,0,2,1,1,3
6857,2,7,4,2,46,46,46,46,46,46,1,1,1,1,0,25,1,0,0,0,0,1,0,0,2,1,2,3,2
6858,1,52,8,7,46,46,46,46,46,46,1,1,1,1,0,20,1,0,0,0,0,1,0,0,2,1,1,2,2
6859,2,16,3,1,3,7,16,2,1,1,2,1,0,2,1,28,1,0,0,0,0,0,0,0,0,2,2,2,1
6860,1,42,3,3,3,2,42,24,15,46,1,1,2,1,0,33,1,0,0,0,0,1,0,0,0,1,1,1,2
6861,2,16,2,1,1,2,15,15,15,15,2,2,2,0,0,5,0,0,0,0,0,2,0,0,1,2,4,3,1
6862,1,16,8,7,7,8,15,15,15,15,2,2,2,2,0,2,2,0,0,0,0,2,0,0,1,2,3,4,1
6863,2,24,2,1,24,40,1,16,2,8,2,2,2,0,0,5,0,0,0,0,0,1,0,0,0,2,3,4,1
6864,1,52,12,2,2,2,12,6,15,46,0,1,2,1,0,26,1,0,0,0,0,1,0,0,0,1,1,4,1
6865,2,24,6,1,1,3,24,50,15,15,2,2,2,0,0,27,1,0,0,0,0,0,0,0,0,2,1,3,1
6866,1,40,8,4,8,12,40,52,15,15,2,2,2,0,1,27,1,0,0,0,0,2,1,0,0,2,2,2,3
6867,2,52,6,3,3,50,6,8,52,1,2,2,1,2,0,26,1,1,0,0,1,1,2,0,0,2,1,1,1
6868,1,6,3,1,3,6,15,15,15,15,2,2,2,2,0,24,2,0,0,0,0,2,0,0,1,2,2,4,2
6869,2,24,8,1,46,46,46,46,46,46,1,1,1,2,0,27,1,0,0,0,0,1,0,0,2,1,1,4,1
6870,1,42,6,1,1,8,6,6,15,15,2,0,2,1,0,24,1,0,0,0,0,1,0,0,0,2,1,4,4
6871,2,24,7,6,15,0,15,0,15,0,2,2,2,2,0,3,2,0,0,0,0,2,0,0,1,2,1,3,4
6872,1,24,16,8,24,2,16,7,15,46,1,1,2,0,0,22,0,0,0,0,0,1,2,0,0,1,4,1,1
6873,2,24,16,6,46,46,46,46,46,46,1,1,1,2,0,23,2,0,0,0,0,1,0,0,2,1,3,2,3
6874,1,16,3,2,2,16,15,15,15,15,2,2,2,2,0,6,2,0,0,0,0,2,0,0,1,2,2,1,3
6875,2,24,8,4,24,42,8,16,4,8,2,2,2,2,0,7,2,0,0,0,0,2,0,0,0,2,2,3,4
6876,1,16,6,2,2,6,16,16,15,15,2,0,2,2,0,5,2,0,0,0,0,2,0,0,0,2,2,3,1
6877,2,42,3,1,3,12,42,7,1,7,2,1,2,0,0,7,0,0,0,0,0,2,1,0,0,2,1,3,4
6878,1,6,4,3,3,7,4,3,6,1,2,1,1,0,0,7,0,0,0,0,0,0,0,0,0,1,4,3,2
6879,2,7,6,1,15,0,15,0,15,0,2,2,2,0,0,4,0,0,0,0,0,2,0,0,1,2,1,3,4
6880,1,12,6,2,2,3,6,3,12,2,2,1,1,1,0,21,2,0,0,0,0,0,0,0,0,1,4,4,3
6881,2,6,6,3,15,0,15,0,15,0,2,2,2,2,0,6,2,0,0,0,0,2,0,0,1,2,4,2,1
6882,1,6,2,2,6,24,2,16,2,1,2,2,1,2,0,5,2,0,0,0,0,0,0,0,0,2,1,2,3
6883,1,7,4,1,4,0,15,0,15,0,1,2,2,0,1,31,1,0,0,0,0,2,0,0,1,2,4,3,3
6884,2,52,8,8,8,1,52,7,15,46,1,1,2,2,0,21,2,0,0,0,0,2,1,0,0,1,1,2,1
6885,1,16,8,3,3,0,15,0,15,0,1,2,2,2,0,6,2,0,0,0,0,2,0,0,1,2,3,2,4
6886,2,42,7,4,46,46,46,46,46,46,1,1,1,2,0,27,1,0,0,0,0,2,1,0,2,1,1,1,3
6887,1,7,4,1,4,16,1,16,7,3,2,2,1,1,0,31,1,0,0,0,0,0,0,0,0,2,2,4,4
6888,2,16,8,1,46,46,46,46,46,46,1,1,1,2,0,26,1,0,0,0,0,1,0,0,2,1,4,1,4
6889,1,7,6,2,2,1,6,3,15,46,1,1,2,0,0,25,0,0,0,0,0,0,0,0,0,1,1,3,1
6890,2,40,3,2,46,46,46,46,46,46,1,1,1,1,0,7,1,0,0,0,0,1,0,0,2,1,2,1,4
6892,2,50,12,2,12,24,2,16,50,7,2,2,1,2,0,26,1,0,0,0,0,2,1,0,0,2,3,4,3
6893,1,16,4,3,46,46,46,46,46,46,1,1,1,0,0,29,1,0,0,0,0,1,0,0,2,1,4,4,2
6894,2,52,6,1,46,46,46,46,46,46,1,1,1,1,0,21,1,0,0,0,0,1,0,0,2,1,1,1,3
6896,2,4,3,1,15,0,15,0,15,0,2,2,2,0,0,30,0,0,0,0,0,2,0,0,1,2,4,2,2
6897,1,24,24,8,24,24,8,16,24,3,0,2,1,1,0,23,1,0,0,0,0,1,2,0,0,2,3,4,4
6898,2,52,12,1,12,42,1,3,52,2,2,2,1,2,0,4,2,0,0,0,0,2,1,0,0,2,1,2,4
6899,1,16,16,2,2,4,16,3,16,3,2,1,1,0,0,5,0,0,0,0,0,0,0,0,0,1,1,2,3
6900,2,40,24,6,24,24,6,7,40,6,0,2,1,0,0,27,1,0,0,0,0,2,1,0,0,2,2,4,2
6901,1,24,6,2,2,8,6,6,15,15,2,0,2,0,0,25,0,1,0,0,1,2,0,0,0,2,1,1,1
6902,2,24,7,3,3,8,7,4,24,2,2,1,1,0,0,6,0,0,0,0,0,0,0,0,0,1,3,4,2
6903,1,24,8,3,24,6,8,7,15,46,1,1,2,1,0,29,1,0,0,0,0,1,0,0,0,1,1,2,1
6904,2,52,24,3,3,24,24,12,52,2,2,1,1,0,0,27,0,0,0,0,0,2,1,0,0,1,1,4,1
6905,1,42,8,2,8,40,42,16,2,7,2,1,2,0,1,25,1,0,0,0,0,1,2,0,0,2,1,3,3
6906,2,8,8,1,15,0,15,0,15,0,2,2,2,2,0,24,2,0,0,0,0,2,0,0,1,2,4,3,4
6907,1,8,7,2,7,24,8,8,15,15,2,0,2,0,1,25,1,0,0,0,0,2,0,0,0,2,1,3,3
6908,2,52,24,3,3,3,46,46,46,46,0,1,1,0,1,29,1,0,0,0,0,1,0,0,2,1,1,3,3
6909,1,42,16,7,16,16,7,7,42,4,0,0,1,0,1,22,1,0,0,0,0,1,0,0,0,1,1,3,3
6910,2,8,7,1,8,40,7,24,1,6,2,2,2,2,0,20,2,0,0,0,0,2,1,2,0,2,3,3,4
